jokes,is_funny,proba
"title: Why is it so hard to break up with a Japanese Girl? 
body: She's my mother.",0,0.4745795428752899
"title: Why did the chicken cross the road? 
body:

""I saw him""

""What's a chicken's favorite color?""

""Red""

""What did the chicken say to the guy who was making fun of him?""

""I'm sorry""

""I guess you couldn't have a good one""",1,0.6871779561042786
"title: Why did the producers of 007 films use government debt to fund their newest film? 
body:

I'm not sure, it was just the most exciting thing to be a Bond villain.",1,0.5156989097595215
"title: I feel so bad for the necrophiliac's sister. 
body: 

""This woman is a disgrace!""",0,0.46388158202171326
"title: What's the difference between you and a Calendar? 
body:
 body: I got one with a Calendar."" - Chris Perna",1,0.7167595028877258
"title: This guy proposed to his wife after walking away from a terrible car accident without a scratch. He said ""Life's too short and it can end at any time."" 
body: He asked how she felt about the proposal. She replied ""I'm a wreck.""  He replied, ""Don't worry, I'm a wreck, too""",1,0.770248293876648
"title: Roses are red. 
body:

Sans: They're just roses.""

The next day, Johnny comes home with a jar of rose petals. 

Sans goes ""Oh, Johnny, don't be silly.  We still have plenty of roses.""

Johnny gets confused and shouts ""No!  We have just enough roses for both of us.""

Sans says ""That's why you're the only one left!""",1,0.7679027915000916
"title: These reports of a major snowstorm hitting the Northeast don't concern me. 
body: I have seen worse.""

""Well,"" says the president, ""I'll be waiting on my turn, then.""

At that moment, a voice from the air begins to tell them that the president has been assassinated. After a few moments of silence, another voice from the air says, ""It seems that the president was murdered. He was not only the president of the United States, but also a true man of the people.""",1,0.7557467222213745
"title: Those ads actually ran. 
body: When someone read them, I was surprised by how good they were.  I mean, everyone has a favorite type of ad, and when you see one, you instantly get a second opinion.  I'm sure you'll love these too.",1,0.6978546380996704
"title: Burnt my Hawaiian pizza today. 
body: I got it by mistake""",1,0.5039514303207397
"title: I hate how you cant even say black paint anymore. 
body:

The next time I see her I'm going to smack it on the sidewalk and run over to the cop and ask if she's okay. 

EDIT: I'm not racist.",1,0.645866870880127
"title: What's the difference between a Jew in Nazi Germany and pizza ? 
body:

a.) You can eat the pizza.

b.) You can't.",0,0.47339871525764465
"title: I recently went to America.... 
body:

When I got there I told the waiter he was a good fish.",1,0.6523662209510803
"title: Brian raises his hand and says, “He’s in Heaven.” 
body:

The old man agrees and they shake hands. The old man says, “That was brilliant.”

The old man takes the old man's hand and says, “You should stop drinking the water. If you did, you would be in Heaven.”",1,0.7672390341758728
"title: You hear about the University book store worker who was charged for stealing $20,000 worth of books? 
body:

The guy said, ""That was a load off my back.""",1,0.7311133146286011
"title: Why is it unknown on how pterodactyls urinate especially during flight? 
body:

- Because they're all about the flight.",1,0.5129250884056091
"title: Why women need legs? 
body:

To make women better husbands.",1,0.5680716037750244
"title: I walked into a PETA adoption center and the receptionist asked me what kind of dog I wanted 
body:
and I told her I wanted a Maltese.

He told me to sit down and give the dog a good long look and when she gave it another look I said,
""No, you don't have a dog, you have a goat!""",1,0.7589813470840454
"title: How did TV studios make words appear on screen before computers? 
body:

(thanks to the internet)


I have a new video game on my iDevice, do I need to uninstall it?",1,0.5137254595756531
"title: How do you find Will Smith in the snow? 
body:

He lives in the woods.",1,0.5463953614234924
"title: Remember when you were a kid and when you cried your parents said, ""I'll give you a reason to cry""? 
body:

That's what I think to you right now. Now you'll cry until you get another chance. 

-Tom",1,0.7212382555007935
"title: Remember, you can't spell Valentine's Day without... 
body:
 

DUDE, SHIT.",0,0.43985727429389954
"title: Happy try not to jump off a bridge day! 
body:
 body: But don't jump off a bridge day unless you have the nerve!",1,0.6276485323905945
"title: My boss said to me, ""you're the worst train driver ever. How many have you derailed this year?"" 
body:

""None,"" I replied.

""Why?"" he asked.

""Because you haven't paid me anything since you came into the office.""",1,0.6314379572868347
"title: If I get a bird I'm naming it Trump 
body:!""",1,0.563739538192749
"title: I was going to get a headjob for Valentines Day 
body:
I'm thinking of taking a head and ass shave.",1,0.5441258549690247
"title: A mother went into a coma after giving birth to twins 
body:
She woke up screaming her baby had been shot and threw his arms around her in a hug. 
The police officer looked at his partner on the ground and said, ""What the fuck are you doing?""

The man replied, ""I'm going to have a party.""",1,0.7639860510826111
"title: What do you call an exercise machine with a strobe light? 
body:
[Slightly embarrassed] 
[Mildly embarrassed] 
[Slightly embarrassed again] 
[Not so much] 
[A little ashamed]",1,0.6445397138595581
"title: My dad has a heart of a lion 
body:

he gets me going so I'll give it one last push and I'll never be sorry!",1,0.6648669838905334
"title: Smaller babies may be delivered by a stork. 
body:

Smaller babies may also be delivered by a cow and milk. 

Smaller babies are better fed by a vegetarian diet.",1,0.587964653968811
"title: A monkey is getting stoned in a zoo... 
body:

My friend says, ""What's wrong with that picture?""",1,0.5408248901367188
"title: I've translated a popular Russian joke to English , wanna hear you reaction )) 
body:

(You get up and walk off.)",0,0.4964803159236908
"title: What did the mommy bean say to her son when he asked for money? 
body:

""I'll never know""...",1,0.5802544951438904
"title: When You Break Up At 11:59 Tonight 
body:

It's funny but it really doesn't matter what you think

Just remember not to ever leave the house without it",1,0.6954775452613831
"title: I wanted to buy an Audi. 
body: I found one at the garage and I'm glad I did.  They have great audio quality.  I had to do it like this every time I drove by.",1,0.6293137073516846
"title: I'm Trying to Remember The Name of A Song 
body:

I'm Trying to Keep the Name of A Song In My Head

I'm Trying To Remember the Name Of A Song 

I'm Trying to Keep the Name of A Song 

I'm Trying to Keep the Name Of A Song 

I'm Trying to Keep the Name of a Song 

I'm Trying to Keep the Name of a Song",1,0.7357695698738098
"title: What are minorities? 
body:

Blacks.

Why are Blacks so bad at politics? Because they can't understand people.",0,0.4823788106441498
"title: Did you hear that Donald Trump is technically a plant? 
body:

P.S. I think the person who made this joke has been banned from all of reddit. I think you guys need to do something about this.

Edit: I just got a ""You're not welcome"" on my friend's friend's profile.",1,0.7471399307250977
"title: i had trouble swallowing a viagra last night 
body: because I didn't think I could swallow it.",1,0.6690614819526672
"title: What is the king of all school supplies? 
body:

A: A pencil. 

What is the father of all school supplies?

A: A bible. 

Who is the king of all school supplies?

A: The King of England.",1,0.6176402568817139
"title: A rugby player was hurt very badly during a scrum and he had both of his ears ripped off... 
body: And it was his friend who found his ear and said, ""I'm so sorry"".",1,0.6584683060646057
"title: A man was in his front yard mowing grass when his attractive blonde female !! 
body:
I told him I wanted to do something,
and he replied, 'no, you are a pig' 
So I agreed and he let me have a bit of the grass
and I was a very happy pig.",1,0.7622746229171753
"title: A woman runs into a doctor’s office and says “DOCTOR! DOCTOR! You have to help me! Everywhere I touch on my body it hurts!” 
body:

Doctor: “Excuse me? What were you doing?”

Woman: I was eating a banana.

Doctor: I thought you were sick!

Woman: I was pregnant.

Doctor: This time you’re going to have to give up your banana!

Woman: No, thank you.",1,0.7264495491981506
"title: Why did the producers of 007 films use government debt to fund their newest film? 
body:

The producers and actors use the same script for their latest film. (Source: ""The Big Short""",1,0.6114617586135864
"title: Pocket empty day ! 
body:

The little guy says ''I'm so sorry. I'll do it again tomorrow.''

''What for next day and how many?""

''I don't know, I just saw you in today's magazine.''",1,0.671109676361084
"title: I want to see that new movie coming out with Scarlett Johannson… 
body:
 body: I want to see that new movie coming out with Scarlett Johannson…
I am going to give her the best time of her life…",0,0.4603245258331299
"title: Man gets lost in the desert. 
body:

""You look like a bull,"" he whispers to his guide.

""What do you mean?"" says the guide.

""Your eyes are yellow, you must be thirsty, you are half naked and you have nothing to eat.""",1,0.666164219379425
"title: Site of the 2017 Dane county massacre. 
body:

 (Courtesy of The Daily News)",0,0.43328556418418884
"title: He fucked what? 
body:

The dog.",0,0.4712264835834503
"title: My wife wants to eat somewhere shes never eaten before for V-Day 
body:!!!",1,0.6254344582557678
"title: I was offered sex with a 21 yr old today 
body:

I just can't do it, she looks like she'll blow my mind!",1,0.7236139178276062
"title: 3 women talk 
body: about their experiences with anorexia
 body: They are both extremely skinny, both are fat and both have no arms.",1,0.5002197623252869
"title: There are two types of people 
body:
one who knows it and another who doesn't. 

-
* The reason I'm posting this, is that I'm trying to teach one trick question to the rest of the class.
* I'm not doing this to brag, just to show how much I know. 
* I'm really good and this is my first time doing this and I'll be getting better...",1,0.6391648650169373
"title: Why did the computer squeak? 
body:

""I didn't know you came here,"" the programmer replied.


""I just made some noise""",1,0.6621597409248352
"title: i found a place where the recycling rate is 98%. 
body:

I can see her eyes and she's saying, ""What are you doing? I won't do that anymore! I'm gonna get rid of these garbage cans. 

Oh wait, I forgot about your trashcan. I'm doing it by hand now!""",1,0.7377278804779053
"title: Valentine's day fights 
body:”",0,0.4309811294078827
"title: I feel so bad for the necrophiliac's sister 
body:!""",0,0.45491158962249756
"title: Julian Lennon messed up breakfast 
body:ㅋㅋㅋ",1,0.507522702217102
"title: I hear the Mexicans are planning an attack on America 
body:

""Well I'm sorry, but no one is going to buy a new one""",1,0.5921108722686768
"title: I bought my friend an elephant for their room. 
body: He was a little curious but he was scared to death.  He went and sat on it and asked me what it was.  I told him a lion.  He asked me if it was a lion.  I pointed behind the door to the front room and said there was a lion sitting on the elephant.  My friend was like ""damn!!  What the hell are you doing?!""",1,0.7669322490692139
"title: You're laughing because I'm laughing. 
body:

Then you're really angry.'",0,0.4543032646179199
"title: his guy proposed to his wife after walking away from a terrible car accident without a scratch. He said ""Life's too short and it can end at any time."" 
body:

He then asked his wife ""If the weather doesn't turn out as a bad one, What do you do with a bad weather man?"" 

Her response was ""Just talk to him!""

So it goes with all the men and women.",1,0.7537617087364197
"title: First woman on mars. 
body:

First male on mars. 

And the first non-human human being on the moon.",1,0.5863867402076721
"title: Bad Advertisement 
body:
 body: Why do they call it the ""Bachelor Party""? 

Because there's nothing you can't do at the party.",1,0.5181944370269775
"title: Those ads actually ran. 
body:

In case you didn't know, I was a very bad sleeper. I had nightmares. I had bad breath and I could hear voices that were talking. I used to sit here, and I thought, ""Oh my God. Who is this kid who came into my dream and is talking to me?""",1,0.7542892098426819
"title: Why is the camel called the ship of the desert? 
body:

Because the captain says to his men ""I'm going to the west""",0,0.4895607531070709
"title: A Man Gets Really Drunk 
body:
 
 
 
The bartender says, ""It's a shame, you know, we do have a couple of good men here"".  
The first man in line says, ""You should have seen that waitress as she was yelling at me. I was already drunk from ordering a shot of whiskey right when the waitress walked by"".",1,0.7669128775596619
"title: What's the best thing about living in Switzerland? 
body:

It's the cheese.",0,0.4843076765537262
"title: A milestone 
body: 
A milestone! 
There is no such thing as a milestone. 
 
A milestone  
A milestone! 
There is no such thing as a milestone. 

A milestone  
A milestone! 
There is no such thing as a milestone.",1,0.5006551742553711
"title: What part of the house got busted for drugs? 
body:

I know you guys didn't give it to the drug dealer, but we have a meth head!"" 

The drug dealer: ""What? Did I do it?""

I ask, ""No... but we have a meth head!""

The drug dealer: ""Yeah, I'm out of meth!""",1,0.7642866969108582
"title: Relationships are a lot like algebra. 
body:

You can't tell who the guy in the grocery store is, what he looked like, what language he spoke or how he liked to get laid, but if there's something vaguely romantic about your relationship, you should probably tell him.

You don't want to be perceived as being clingy, but if your relationship is too strong or if you're spending a lot of time on your phone, you may want to check it out.",1,0.7103275656700134
"title: If Harry Potter were about pirates: 
body:
He would be a pirate!",1,0.518193781375885
"title: US Politics are 
body: not like those other games?
 body:  You have to be able to deal with them.",1,0.5686489939689636
"title: What's a ninjas favorite drink? 
body:

A shabu.",0,0.45828545093536377
"title: I used to hate the ballet 
body:"", she says. 

""I used to hate the ballet. Now I'm just dancing a ballet!"" he says.

""But you're still a beautiful woman"".",1,0.7184464335441589
"title: Life is like a diploma 
body:
 body: You don't need to take it, but you do need to keep it.",1,0.6496120691299438
"title:  How do you encourage a bear to eat cheese? 
body:",0,0.491298645734787
"title: Why was the orchestra teacher angry? 
body:

Because she said he had no legs!",1,0.6460087895393372
"title: A fat man is watching television 
body:

The man says to him ""I know where I parked my car."" The man replies ""Ok, I'm hungry.""",1,0.5488117933273315
"title: In the beginning, God created the dog. 
body: And in the beginning, you have a right to eat him.""

""And I have a right to do the same!"" said the man, ""and I have a right to have children!""

The wife gave all the rest of the dog's teeth to the priests.  After a month, they found the woman.  They told the priest.  ""Don't worry, he's not a rat.""",1,0.770639955997467
"title: What's the quickest way to get in touch with your inner self? 
body:

Answer: A kiss!",0,0.46502962708473206
"title: What do you get when you combine Richard Simmons with Stephen Hawking? 
body:

A whole host of brilliant people",1,0.627800464630127
"title: A marketing executive walks into a bar 
body:

The bartender says ""Sorry, we don't serve drinks on the premises.""

The exec then says ""Why? I know you can do so much more"" and the bartender says ""Because I think I've got the solution."" The exec says ""You're on!""",1,0.7552798390388489
"title: What do you call the presidential toilet? 
body:

The Presidential toilet.  

Thanks for the tip, guys.",1,0.5488894581794739
"title: Why is Tumblr bad for you? 
body:

The good, though, is that you can do something about it.",0,0.4768374264240265
"title: What is the shittiest part of Object Oriented Programming? 
body:
 body: The C++ code",1,0.5496973991394043
"title: Dad Joke 
body:

by /u/crappywuzzy1",0,0.4361109435558319
"title: I love open-minded people. 
body: But you know what's even angrier than hating people?  Fucking your friends.""",1,0.5094311237335205
"title: Who came first. The chicken or the egg 
body:?""
""The chicken,"" the man answers.
""Then the egg.""
""But the chickpea...""
""They're both the same.""
""Then why do you say we should eat the egg first?""
""Because if you ate the chicken first, you'd be eating for 20 years.""",1,0.7618511915206909
"title: Where do you find a dog with no legs? 
body:
It has a problem.",1,0.5634103417396545
"title: What's the deal with airline food? 
body:

Why are there no meatloaf for breakfast? 

Why did the chicken cross the road?",1,0.5388575196266174
"title: I like my soda like I like my women 
body:

'Cause I always drink with a grin on my face",1,0.6213346719741821
"title: What is the worst icebreaker? 
body:
 
The one that has no head.",1,0.546790599822998
"title: What are your thoughts on monorails? 
body:
I would like to hear from you: what's your favorite method for transporting people between airports? What are your thoughts on trains? 
Thank you for reading, 
I really appreciate it.
Thank you for reading,
I really appreciate it.
I really appreciate it!",1,0.7098824977874756
"title: What's a pirate's favorite letter? 
body:

A ducking a.

* * *

I had the opportunity to hear the President say this to his chief of staff in the South Lawn of the White House: ""I'm going to have to let you go, because I've got to go to a meeting today.""",1,0.6445608139038086
"title: What do you call a rabbit roaming with a pack of lions? 
body:

A lynching!",1,0.5593498945236206
"title: How do you make a tissue dance? 
body:
Body: You make it go round with all of its legs, and you slap the person with the wrong leg.""",1,0.5674651265144348
"title: I just got a haircut, but I'm not sure I like it. 
body: I might be an idiot."" 

""Yeah!  But it's amazing how you can look at someone and tell how they feel without telling them what you are feeling, especially when you're a young man!""",0,0.49652788043022156
"title: How do you make Holy Water? 
body:


When I was a child, my mom used to give me Holy Water and tell me that it would make me better.""",1,0.6936399340629578
"title: What's the most dangerous animal in the world? 
body:

It's a sheep.",1,0.6239182353019714
"title: Why is it so hard to break up with a Japanese Girl? 
body:

Answer: It can't be easier than making up some excuse about not wanting to date a girl with a cold.",1,0.5127807855606079
"title: Why did the chicken cross the road? 
body:

I was in my car, and all the sudden I see two chickens.",1,0.5334035158157349
"title: Why did the producers of 007 films use government debt to fund their newest film? 
body:

The money was there, but they would've preferred not to.",1,0.5887324810028076
"title: I feel so bad for the necrophiliac's sister. 
body:

""The only thing worse than being a nymphomaniac is being a necrophil.""",1,0.5233474969863892
"title: What's the difference between you and a Calendar? 
body:

I have an 8:24 a.m. to finish it.",1,0.5318705439567566
"title: This guy proposed to his wife after walking away from a terrible car accident without a scratch. He said ""Life's too short and it can end at any time."" 
body:

A man comes home at the end of a day of work and sees his wife's new dog. He immediately takes the dog and leaves for his friends home. His friend asks ""What did you do?""

""We took the dog for a walk.""

""What the fuck are you talking about?""

""We had sex.""",1,0.7664316296577454
"title: Roses are red. 
body: And your dog is brown.",0,0.4415681064128876
"title: These reports of a major snowstorm hitting the Northeast don't concern me. 
body: I've already done my part.""

""And why not?""

""Because you're dead.""",1,0.605597198009491
"title: Those ads actually ran. 
body:
The new ad features a smiling man and a handsome woman both lying on a bed. 
The woman is excited. 
""Do I look fat?"" 
""Yes, do you?"" 
""No, it's just you're so pretty that if I was with you I would have to shave my legs.""",1,0.7444446086883545
"title: Burnt my Hawaiian pizza today. 
body: I guess I'll take another.",1,0.6034727692604065
"title: I hate how you cant even say black paint anymore. 
body: You're too sensitive."" 

She took a deep, deep breath

and said ""Okay, what's the difference?"" 

He said... ""I'm not that sensitive""",1,0.6712284684181213
"title: What's the difference between a Jew in Nazi Germany and pizza ? 
body:

- A pizza can't kill you with a pizza .",1,0.6264077425003052
"title: I recently went to America.... 
body: After 3 beers I'm feeling great.",1,0.5266678929328918
"title: Brian raises his hand and says, “He’s in Heaven.” 
body:

The man looks up at him and says, “I’m in Purgatory.”",1,0.5352473855018616
"title: You hear about the University book store worker who was charged for stealing $20,000 worth of books? 
body:

Yeah, he was the one who stole the book.",1,0.6082579493522644
"title: Why is it unknown on how pterodactyls urinate especially during flight? 
body:         

pteroplankton

PETA",0,0.448567271232605
"title: Why women need legs? 
body:
 body: Because they're hard to find.",1,0.6404887437820435
"title: I walked into a PETA adoption center and the receptionist asked me what kind of dog I wanted 
body:
and I said, ""Rattlesnake""",1,0.6444128155708313
"title: How did TV studios make words appear on screen before computers? 
body:

[1:30pm]",1,0.6031538248062134
"title: How do you find Will Smith in the snow? 
body:

""That's easy.""",1,0.583134114742279
"title: Remember when you were a kid and when you cried your parents said, ""I'll give you a reason to cry""? 
body:

Well, you couldn't find the reason to cry because when you cried your parents weren't there.

But now that we are adults and have come to the conclusion that we are entitled to cry we realize that we aren't entitled to cry so we cry.",1,0.7367788553237915
"title: Remember, you can't spell Valentine's Day without... 
body: 

""SORRY, YOU WON't HAVE TO,"" you say.  

""Well, then we'll start at 8.""",1,0.6382855772972107
"title: Happy try not to jump off a bridge day! 
body:""

Samantha's friend says, ""No way!  You have to listen to me, because you know I know you're trying to jump off that bridge!""

""Oh no, Mama!  It's so hot up here!  You'll be cold as ice by the end of the day!""",1,0.7210800051689148
"title: My boss said to me, ""you're the worst train driver ever. How many have you derailed this year?"" 
body:

""None.""

""No wonder, you fucked up the tracks."" 

""I know, but I like myself.""",1,0.6754723787307739
"title: If I get a bird I'm naming it Trump 
body:!""

The man replies, ""Yes, you're so rude!""

I reply, ""I think you're an asshole!""

The man then exclaims, ""What's the matter, you're my best friend!""",1,0.7141380906105042
"title: I was going to get a headjob for Valentines Day 
body: but I was going to get a headjob for Valentines Day  I am a bad kisser.",1,0.5612462162971497
"title: A mother went into a coma after giving birth to twins 
body:

A man went into a coma after he'd been drinking heavily.",1,0.5685982704162598
"title: What do you call an exercise machine with a strobe light? 
body:

A machine for the body, not for the mind.",1,0.6430379748344421
"title: My dad has a heart of a lion 
body:
He is also a master of the art of the hand of a cat
 
I'm sorry

I just can't see him doing much",1,0.7073063254356384
"title: Smaller babies may be delivered by a stork. 
body:

You can also get your baby drunk and give him blowjobs from a tree. 

Your baby can be born from a donkey.",0,0.4539995491504669
"title: A monkey is getting stoned in a zoo... 
body:

A monkey is getting stoned in a zoo.

A monkey is getting stoned in a zoo and a rabbit is coming through.

The rabbit is coming through and the monkey is getting stoned....",1,0.5546182990074158
"title: I've translated a popular Russian joke to English , wanna hear you reaction )) 
body:

[1/2]

[2/2]",1,0.5477068424224854
"title: What did the mommy bean say to her son when he asked for money? 
body: He asked for a hug and a kiss.",1,0.5767582058906555
"title: When You Break Up At 11:59 Tonight 
body:
 body: The night will end with someone saying, 'Oh, this is going to be a long night, what the hell, let's get some sleep'.  

And the next day you will be on the couch with the guy in the bar and say,

'That was fun, thank you'.",1,0.6531504392623901
"title: I wanted to buy an Audi. 
body:

""No, but I wanted to buy a Porsche.",1,0.6622046232223511
"title: I'm Trying to Remember The Name of A Song 
body:!""",0,0.4960865378379822
"title: What are minorities? 
body:
A minority is a man who is not a white boy.",0,0.43575844168663025
"title: Did you hear that Donald Trump is technically a plant? 
body: He's just another word for a fucking cunt!""",0,0.49272581934928894
"title: i had trouble swallowing a viagra last night 
body:
 body: I guess it's time to go home, and I've missed your joke",1,0.5898007154464722
"title: What is the king of all school supplies? 
body:

A: a school bus.  

A: no, that one is a bus stop.  

A: and who invented the bus?  

A: the bus driver.  

A: okay so who wrote the bus schedule?  

A: the bus driver.",1,0.6559182405471802
"title: A rugby player was hurt very badly during a scrum and he had both of his ears ripped off... 
body:

The doctor came in and said, ""I'm sorry, but this was an accident.""

The player said to the doctor, ""Do you think I deserve it?""
The doctor said, ""I don't know, but if you come back and see me tomorrow, I will give you an ear replacement.""",1,0.7690334320068359
"title: A man was in his front yard mowing grass when his attractive blonde female !! 
body: woman came running out. ""What are you looking at with that balding, big ass, black face?""  The man answered, ""I've got to pee and I'm worried about you, I'm running out of pee cups.""

The woman continued to walk toward him when he turned to her again, ""And you're thinking of fucking me?""

""I'm just thinking about the dog.""",1,0.5996204018592834
"title: A woman runs into a doctor’s office and says “DOCTOR! DOCTOR! You have to help me! Everywhere I touch on my body it hurts!” 
body:
The doctor looks at her and says “If you need anything, just touch on your skin until it stops hurting.” 
The woman says ""I’ve been in a car accident and I have a scratch on my leg. Can you tell me if I’m pregnant?"" 
The doctor says “Yes, you’re pregnant.""",1,0.7662976384162903
"title: Why did the producers of 007 films use government debt to fund their newest film? 
body:

It was because we needed an all-nighter to shoot the new movie.

What did the composer of ""Bastard of the Jungle"" say when he went on a vacation?

""I'd give anything for a good movie!""",1,0.7272000312805176
"title: Pocket empty day ! 
body:  
The husband said to the wife, ""You know, honey, this is the last time I'm going to give you a blowjob and make you spend your weekends in jail.""",1,0.7137238383293152
